"id","dt","image","time_seen","location","site","CPMD","side","season"
"NHL-R101",1991-02-24,"Nagarahole\NH-91001-08",1899-12-30 20:46:00,"NGR 2.4","Nagarahole","CT","R","1991"
"NHL-001",1991-02-27,"Nagarahole\NH-91002-30",1899-12-30 06:34:00,"NGR 2.0","Nagarahole","CT","R","1991"
"NHL-L101",1991-03-01,"Nagarahole\NH-91002-31",1899-12-30 19:08:00,"NGR 2.0","Nagarahole","CT","L","1991"
"NHL-001",1991-03-02,"Nagarahole\NH-91001-18",1899-12-30 00:00:00,"NGR 2.4","Nagarahole","CT","R","1991"
"NHL-L101",1991-03-23,"Nagarahole\NH-91003-27",1899-12-30 02:30:00,"NGR 1.4","Nagarahole","CT","L","1991"
"NHL-001",1991-04-03,"Nagarahole\NH-91006-33A",1899-12-30 22:36:00,"NGR 4.4","Nagarahole","CT","L","1991"
"NHL-001",1991-04-11,"Nagarahole\NH-91005-28A",1899-12-30 19:03:00,"BSR 1.0","Nagarahole","CT","R","1991"
"NHL-001",1991-04-28,"Nagarahole\NH-91005-31A",1899-12-30 05:34:00,"BSR 1.0","Nagarahole","CT","L","1991"
"NHL-003",1991-04-29,"Nagarahole\NH-A-90",1899-12-30 00:00:00,"MLKR 0.8","Nagarahole","CT","L","1991"
"NHL-L102",1991-05-21,"Nagarahole\NH-91009-13",1899-12-30 00:00:00,"CPR 3.0","Nagarahole","CT","L","1991"
"NHL-001",1991-05-23,"Nagarahole\NH-91009-22",1899-12-30 20:45:00,"STR 0.7","Nagarahole","CT","L","1991"
"NHL-001",1991-05-23,"Nagarahole\NH-91012-10A",1899-12-30 20:45:00,"STR 0.7","Nagarahole","CT","R","1991"
"NHL-001",1991-05-23,"Nagarahole\NH-91012-11A",1899-12-30 20:53:00,"STR 0.7","Nagarahole","CT","L","1991"
"NHL-001",1991-05-23,"Nagarahole\NH-91009-23",1899-12-30 20:53:00,"STR 0.7","Nagarahole","CT","R","1991"
"NHL-R102",1991-06-09,"Nagarahole\NH-91012-28A",1899-12-30 05:37:00,"ALG (MNR 1.6)","Nagarahole","CT","R","1991"
"NHL-001",1991-11-28,"Nagarahole\NH-92017-03p43",1899-12-30 12:00:00,"NGR 4.4","Nagarahole","CT","R","1992"
"NHL-001",1991-12-06,"Nagarahole\NH-92018-04p22",1899-12-30 00:01:00,"NGR 4.4","Nagarahole","CT","L","1992"
"NHL-001",1991-12-06,"Nagarahole\NH-92017-10p52",1899-12-30 00:01:00,"NGR 4.4","Nagarahole","CT","R","1992"
"NHL-101",1991-12-26,"Nagarahole\NH-92018-16p43",1899-12-30 04:44:00,"ALG (MNR 1.6)","Nagarahole","CT","L","1992"
"NHL-101",1991-12-26,"Nagarahole\NH-92017-20Ap34",1899-12-30 04:44:00,"ALG (MNR 1.6)","Nagarahole","CT","R","1992"
"NHL-001",1991-12-26,"Nagarahole\NH-92018-17p33",1899-12-30 04:45:00,"ALG (MNR 1.6)","Nagarahole","CT","L","1992"
"NHL-001",1991-12-26,"Nagarahole\NH-92017-21p33",1899-12-30 04:45:00,"ALG (MNR 1.6)","Nagarahole","CT","R","1992"
"NHL-001",1991-12-26,"Nagarahole\NH-92017-22p43",1899-12-30 04:45:00,"ALG (MNR 1.6)","Nagarahole","CT","R","1992"
"NHL-L103",1992-02-28,"Nagarahole\NH-92021-01 or 92002-01p43",1899-12-30 06:29:00,"SMR 1.4","Nagarahole","CT","L","1992"
"NHL-L103",1992-02-28,"Nagarahole\NH-92021-01 0r 2/92",1899-12-30 06:29:00,"SMR 1.4","Nagarahole","CT","LV","1992"
"NHL-105",1993-04-20,"Nagarahole\NH-93006-19",1899-12-30 21:15:00,"AMR 0.3","Nagarahole","CT","L","1993"
"NHL-139",1993-04-22,"Nagarahole\NH-93009-5A",1899-12-30 01:57:00,"SKR 2.1","Nagarahole","CT","R","1993"
"NHL-102",1993-04-23,"Nagarahole\NH-93010-2A",1899-12-30 03:13:00,"SMR 0.7","Nagarahole","CT","L","1993"
"NHL-102",1993-04-23,"Nagarahole\NH-93008-03",1899-12-30 03:13:00,"SMR 0.7","Nagarahole","CT","R","1993"
"NHL-102",1993-04-23,"Nagarahole\NH-93008-04",1899-12-30 03:14:00,"SMR 0.7","Nagarahole","CT","L","1993"
"NHL-102",1993-04-23,"Nagarahole\NH-93010-3A",1899-12-30 03:14:00,"SMR 0.7","Nagarahole","CT","R","1993"
"NHL-102",1993-04-23,"Nagarahole\NH-93008-05",1899-12-30 03:15:00,"SMR 0.7","Nagarahole","CT","L","1993"
"NHL-102",1993-04-23,"Nagarahole\NH-93010-4A",1899-12-30 03:15:00,"SMR 0.7","Nagarahole","CT","R","1993"
"NHL-121",1993-04-23,"Nagarahole\NH-93006-20",1899-12-30 03:25:00,"AMR 0.3","Nagarahole","CT","L","1993"
"NHL-121",1993-04-25,"Nagarahole\NH-93006-27",1899-12-30 22:13:00,"AMR 0.3","Nagarahole","CT","R","1993"
"NHL-111",1993-04-27,"Nagarahole\NH-93006-31",1899-12-30 01:20:00,"AMR 0.3","Nagarahole","CT","L","1993"
"NHL-105",1993-04-27,"Nagarahole\NH-93006-33",1899-12-30 01:58:00,"AMR 0.3","Nagarahole","CT","L","1993"
"NHL-121",1993-05-14,"Nagarahole\NH-93012-03",1899-12-30 01:48:00,"SKR 2.1","Nagarahole","CT","L","1993"
"NHL-103",1993-05-21,"Nagarahole\NH-93010-31A",1899-12-30 22:16:00,"SMR 0.7","Nagarahole","CT","L","1993"
"NHL-111",1993-05-30,"Nagarahole\NH-93012-27",1899-12-30 19:06:00,"SKR 2.1","Nagarahole","CT","L","1993"
"NHL-111",1993-05-30,"Nagarahole\NH-93012-28",1899-12-30 20:59:00,"SKR 2.1","Nagarahole","CT","R","1993"
"NHL-L108",1993-10-30,"Nagarahole\NH-94017-04p24",1899-12-30 03:05:00,"NGR 3.3","Nagarahole","CT","L","1994"
"NHL-102",1993-11-21,"Nagarahole\NH-94018-12Ap43",1899-12-30 00:36:00,"STR 0.8","Nagarahole","CT","L","1994"
"NHL-103",1993-11-21,"Nagarahole\NH-94020-10Ap53",1899-12-30 21:45:00,"WTR 2.0","Nagarahole","CT","R","1994"
"NHL-111",1993-12-04,"Nagarahole\NH-94023-06p43",NA,"AMR 0.8","Nagarahole","CT","R","1994"
"NHL-111",1993-12-04,"Nagarahole\NH-94023-03p52",NA,"AMR 0.8","Nagarahole","CT","R","1994"
"NHL-R106",1993-12-12,"Nagarahole\NH-94015-31p25",1899-12-30 02:51:00,"BZR 3.3","Nagarahole","CT","R","1994"
"NHL-R106",1993-12-12,"Nagarahole\NH-94015-32p35",1899-12-30 20:18:00,"BZR 3.3","Nagarahole","CT","R","1994"
"NHL-104",1993-12-30,"Nagarahole\NH-94033-06p54",NA,"MLKR 1.4","Nagarahole","CT","L","1994"
"NHL-104",1993-12-30,"Nagarahole\NH-94033-05p55",NA,"MLKR 1.4","Nagarahole","CT","L","1994"
"NHL-104",1993-12-30,"Nagarahole\NH-94033-04p43",NA,"MLKR 1.4","Nagarahole","CT","L","1994"
"NHL-104",1993-12-30,"Nagarahole\NH-94032-5Ap63",NA,"MLKR 1.4","Nagarahole","CT","R","1994"
"NHL-104",1993-12-30,"Nagarahole\NH-94032-4Ap33",NA,"MLKR 1.4","Nagarahole","CT","R","1994"
"NHL-104",1993-12-30,"Nagarahole\NH-94032-6Ap63",NA,"MLKR 1.4","Nagarahole","CT","R","1994"
"NHL-111",1994-01-03,"Nagarahole\NH-94028-14",1899-12-30 06:17:00,"AMR 0.8","Nagarahole","CT","R","1994"
"NHL-111",1994-01-06,"Nagarahole\NH-94001-3A",1899-12-30 03:28:00,"WTR 2.1","Nagarahole","CT","L","1994"
"NHL-L102",1994-01-14,"Nagarahole\NH-94023-35",1899-12-30 20:22:00,"CPR 1.6","Nagarahole","CT","LV","1994"
"NHL-R106",1994-01-24,"Nagarahole\NH-94001-10A",1899-12-30 01:19:00,"BZR 3.3","Nagarahole","CT","R","1994"
"NHL-103",1994-01-25,"Nagarahole\NH-94005-03",1899-12-30 00:00:00,"TGR 0.2","Nagarahole","CT","R","1994"
"NHL-103",1994-01-25,"Nagarahole\NH-94005-01",1899-12-30 00:00:00,"TGR 0.2","Nagarahole","CT","R","1994"
"NHL-107",1994-01-25,"Nagarahole\NH-94005-02",1899-12-30 00:00:00,"TGR 0.2","Nagarahole","CT","L","1994"
"NHL-105",1994-01-26,"Nagarahole\NH-94003-05",1899-12-30 21:16:00,"SKR 4.4","Nagarahole","CT","L","1994"
"NHL-105",1994-01-26,"Nagarahole\NH-94004-5A",1899-12-30 21:16:00,"SKR 4.4","Nagarahole","CT","R","1994"
"NHL-105",1994-01-27,"Nagarahole\NH-94028-32p53",1899-12-30 02:15:00,"AMR 0.8","Nagarahole","CT","L","1994"
"NHL-105",1994-02-04,"Nagarahole\NH-94010-06",1899-12-30 19:33:00,"SKR 4.4","Nagarahole","CT","L","1994"
"NHL-105",1994-02-04,"Nagarahole\NH-94009-6A",1899-12-30 19:33:00,"SKR 4.4","Nagarahole","CT","R","1994"
"NHL-L102",1994-02-12,"Nagarahole\NH-94034-14",1899-12-30 18:39:00,"CPR 1.6","Nagarahole","CT","L","1994"
"NHL-L110",1994-02-12,"Nagarahole\NH-94034-15",1899-12-30 18:41:00,"CPR 1.6","Nagarahole","CT","L","1994"
"NHL-103",1994-02-12,"Nagarahole\NH-94005-12",1899-12-30 21:21:00,"TGR 0.2","Nagarahole","CT","L","1994"
"NHL-103",1994-02-26,"Nagarahole\NH-94010-09",1899-12-30 21:28:00,"SMR 0.7","Nagarahole","CT","L","1994"
"NHL-103",1994-02-26,"Nagarahole\NH-94009-22A",1899-12-30 21:28:00,"SMR 0.7","Nagarahole","CT","R","1994"
"NHL-103",1994-02-27,"Nagarahole\NH-94009-24A",1899-12-30 19:39:00,"SMR 0.7","Nagarahole","CT","L","1994"
"NHL-103",1994-02-27,"Nagarahole\NH-94010-11",1899-12-30 19:39:00,"SMR 0.7","Nagarahole","CT","R","1994"
"NHL-102",1994-03-01,"Nagarahole\NH-94002-29",1899-12-30 00:06:00,"STR 0.8","Nagarahole","CT","L","1994"
"NHL-102",1994-03-01,"Nagarahole\NH-94002-28",1899-12-30 00:06:00,"STR 0.8","Nagarahole","CT","R","1994"
"NHL-102",1994-03-01,"Nagarahole\NH-94002-27",1899-12-30 00:06:00,"STR 0.8","Nagarahole","CT","R","1994"
"NHL-110",1994-03-12,"Nagarahole\NH-94013-06",1899-12-30 22:13:00,"NGR 3.3","Nagarahole","CT","L","1994"
"NHL-103",1994-03-15,"Nagarahole\NH-94016-13A",1899-12-30 21:58:00,"WTR 2.1","Nagarahole","CT","R","1994"
"NHL-R106",1994-03-17,"Nagarahole\NH-94013-10",1899-12-30 23:58:00,"NGR 3.3","Nagarahole","CT","R","1994"
"NHL-105",1994-03-20,"Nagarahole\NH-94014-23A",1899-12-30 03:27:00,"SKR 4.4","Nagarahole","CT","L","1994"
"NHL-105",1994-03-20,"Nagarahole\NH-94015-24A",1899-12-30 03:27:00,"SKR 4.4","Nagarahole","CT","R","1994"
"NHL-111",1994-04-04,"Nagarahole\NH-94017-10A",1899-12-30 05:16:00,"TGR 0.2","Nagarahole","CT","L","1994"
"NHL-L108",1994-04-05,"Nagarahole\NH-94011-26A",1899-12-30 00:17:00,"MLKR 1.4","Nagarahole","CT","L","1994"
"NHL-106",1994-12-23,"Nagarahole\NH-95014-0Ap55",1899-12-30 20:09:00,"BSR 1.0P","Nagarahole","CT","L","1995"
"NHL-107",1994-12-26,"Nagarahole\NH-95015-00Ap44",NA,"CPR 1.6","Nagarahole","CT","L","1995"
"NHL-107",1994-12-26,"Nagarahole\NH-95015-0Ap54",NA,"CPR 1.6","Nagarahole","CT","L","1995"
"NHL-107",1994-12-26,"Nagarahole\NH-95018-09p54",1899-12-30 01:17:00,"CPR 3.0","Nagarahole","CT","L","1995"
"NHL-107",1994-12-26,"Nagarahole\NH-95017-8Ap55",1899-12-30 01:17:00,"CPR 3.0","Nagarahole","CT","R","1995"
"NHL-103",1995-01-03,"Nagarahole\NH-95027-07",1899-12-30 21:51:00,"TGR 0.2","Nagarahole","CT","L","1995"
"NHL-103",1995-01-03,"Nagarahole\NH-95028-10",1899-12-30 21:51:00,"TGR 0.2","Nagarahole","CT","R","1995"
"NHL-106",1995-01-03,"Nagarahole\NH-95027-08",1899-12-30 21:58:00,"TGR 0.2","Nagarahole","CT","L","1995"
"NHL-106",1995-01-03,"Nagarahole\NH-95028-11",1899-12-30 21:58:00,"TGR 0.2","Nagarahole","CT","R","1995"
"NHL-108",1995-01-03,"Nagarahole\NH-95027-09",1899-12-30 21:58:00,"TGR 0.2","Nagarahole","CT","L","1995"
"NHL-108",1995-01-03,"Nagarahole\NH-95028-12",1899-12-30 21:58:00,"TGR 0.2","Nagarahole","CT","R","1995"
"NHL-108",1995-01-04,"Nagarahole\NH-95011-06",1899-12-30 20:19:00,"DRR 1.0","Nagarahole","CT","L","1995"
"NHL-108",1995-01-04,"Nagarahole\NH-95014-10A",1899-12-30 20:19:00,"DRR 1.0","Nagarahole","CT","R","1995"
"NHL-108",1995-01-04,"Nagarahole\NH-95028-13",1899-12-30 20:32:00,"DRR 1.7","Nagarahole","CT","L","1995"
"NHL-108",1995-01-04,"Nagarahole\NH-95027-10",1899-12-30 20:32:00,"DRR 1.7","Nagarahole","CT","R","1995"
"NHL-106",1995-01-09,"Nagarahole\NH-95032-02",1899-12-30 18:30:00,"MLKR 1.4","Nagarahole","CT","L","1995"
"NHL-106",1995-01-09,"Nagarahole\NH-95033-1A",1899-12-30 18:30:00,"MLKR 1.4","Nagarahole","CT","R","1995"
"NHL-109",1995-01-11,"Nagarahole\NH-95014-14A",1899-12-30 01:33:00,"BZR 4.2","Nagarahole","CT","L","1995"
"NHL-109",1995-01-11,"Nagarahole\NH-95015-9A",1899-12-30 01:33:00,"BZR 4.2","Nagarahole","CT","R","1995"
"NHL-110",1995-01-11,"Nagarahole\NH-95012-5A",1899-12-30 19:44:00,"BZR 2.5","Nagarahole","CT","L","1995"
"NHL-110",1995-01-11,"Nagarahole\NH-95011-09",1899-12-30 19:44:00,"BZR 2.5","Nagarahole","CT","R","1995"
"NHL-110",1995-01-12,"Nagarahole\NH-95027-14",1899-12-30 03:48:00,"BZR 3.4","Nagarahole","CT","R","1995"
"NHL-110",1995-01-12,"Nagarahole\NH-95014-15A",1899-12-30 04:44:00,"BZR 4.2","Nagarahole","CT","L","1995"
"NHL-110",1995-01-12,"Nagarahole\NH-95015-10A",1899-12-30 04:44:00,"BZR 4.2","Nagarahole","CT","R","1995"
"NHL-110",1995-01-13,"Nagarahole\NH-95015-11A",1899-12-30 00:00:00,"BZR 4.2","Nagarahole","CT","R","1995"
"NHL-110",1995-01-13,"Nagarahole\NH-95012-7A",1899-12-30 04:22:00,"BZR 2.5","Nagarahole","CT","R","1995"
"NHL-111",1995-01-14,"Nagarahole\NH-95030-06",1899-12-30 02:10:00,"BZR 1.5","Nagarahole","CT","R","1995"
"NHL-111",1995-01-14,"Nagarahole\NH-95011-10",1899-12-30 02:33:00,"BZR 2.5","Nagarahole","CT","L","1995"
"NHL-111",1995-01-14,"Nagarahole\NH-95012-8A",1899-12-30 02:33:00,"BZR 2.5","Nagarahole","CT","R","1995"
"NHL-106",1995-01-22,"Nagarahole\NH-95033-6A",1899-12-30 21:00:00,"HGR 1.2","Nagarahole","CT","L","1995"
"NHL-106",1995-01-22,"Nagarahole\NH-95032-07",1899-12-30 21:00:00,"HGR 1.2","Nagarahole","CT","R","1995"
"NHL-L112",1995-01-31,"Nagarahole\NH-95036-13Ap1",1899-12-30 05:46:00,"SKR 7.6","Nagarahole","CT","L","1995"
"NHL-L113",1995-01-31,"Nagarahole\NH-95036-13Ap2",1899-12-30 05:46:00,"SKR 7.6","Nagarahole","CT","L","1995"
"NHL-L114",1995-01-31,"Nagarahole\NH-95055-01",1899-12-30 20:23:00,"SKR 0.7","Nagarahole","CT","L","1995"
"NHL-110",1995-02-08,"Nagarahole\NH-95009-27",1899-12-30 00:32:00,"NGR 4.4","Nagarahole","CT","L","1995"
"NHL-L114",1995-02-14,"Nagarahole\NH-95060-01",1899-12-30 00:00:00,"BZR 2.5","Nagarahole","CT","L","1995"
"NHL-111",1995-02-15,"Nagarahole\NH-95029-35",1899-12-30 05:43:00,"QRR 0.4","Nagarahole","CT","L","1995"
"NHL-111",1995-02-15,"Nagarahole\NH-95059-13",1899-12-30 19:45:00,"SKR 4.5","Nagarahole","CT","L","1995"
"NHL-111",1995-02-15,"Nagarahole\NH-95064-0A",1899-12-30 19:45:00,"SKR 4.5","Nagarahole","CT","R","1995"
"NHL-111",1995-02-16,"Nagarahole\NH-95044-08",1899-12-30 20:08:00,"SKR 5.5","Nagarahole","CT","L","1995"
"NHL-111",1995-02-16,"Nagarahole\NH-95045-14A",1899-12-30 20:08:00,"SKR 5.5","Nagarahole","CT","R","1995"
"NHL-139",1996-01-31,"Nagarahole\NH-96005-01",1899-12-30 03:29:00,"AMR 0.9","Nagarahole","CT","R","1996"
"NHL-112",1996-02-07,"Nagarahole\NH-96003-07",1899-12-30 19:02:00,"STR 1.7","Nagarahole","CT","L","1996"
"NHL-112",1996-02-07,"Nagarahole\NH-96003-08",1899-12-30 19:03:00,"STR 1.7","Nagarahole","CT","L","1996"
"NHL-112",1996-02-07,"Nagarahole\NH-96004-08",1899-12-30 19:03:00,"STR 1.7","Nagarahole","CT","R","1996"
"NHL-113",1996-02-10,"Nagarahole\NH-96021-06",1899-12-30 00:21:00,"KKGR 8.4","Nagarahole","CT","L","1996"
"NHL-113",1996-02-10,"Nagarahole\NH-96021-05",1899-12-30 00:21:00,"KKGR 8.4","Nagarahole","CT","L","1996"
"NHL-113",1996-02-10,"Nagarahole\NH-96021-04",1899-12-30 00:21:00,"KKGR 8.4","Nagarahole","CT","L","1996"
"NHL-113",1996-02-10,"Nagarahole\NH-96011-13",1899-12-30 00:21:00,"KKGR 8.4","Nagarahole","CT","R","1996"
"NHL-113",1996-02-10,"Nagarahole\NH-96011-15",1899-12-30 00:21:00,"KKGR 8.4","Nagarahole","CT","R","1996"
"NHL-113",1996-02-10,"Nagarahole\NH-96011-14",1899-12-30 00:21:00,"KKGR 8.4","Nagarahole","CT","R","1996"
"NHL-113",1996-02-10,"Nagarahole\NH-96021-07",1899-12-30 00:22:00,"KKGR 8.4","Nagarahole","CT","L","1996"
"NHL-113",1996-02-10,"Nagarahole\NH-96011-16",1899-12-30 00:22:00,"KKGR 8.4","Nagarahole","CT","R","1996"
"NHL-114",1996-02-10,"Nagarahole\NH-96008-14",1899-12-30 21:39:00,"SKR 15.6","Nagarahole","CT","L","1996"
"NHL-113",1996-02-10,"Nagarahole\NH-96009-10",1899-12-30 21:51:00,"SKR 9.9","Nagarahole","CT","L","1996"
"NHL-114",1996-02-12,"Nagarahole\NH-96020-04",1899-12-30 01:16:00,"BBLR 2.2","Nagarahole","CT","L","1996"
"NHL-114",1996-02-12,"Nagarahole\NH-96008-19",1899-12-30 01:16:00,"BBLR 2.2","Nagarahole","CT","R","1996"
"NHL-147",1996-02-12,"Nagarahole\NH-96019-07",1899-12-30 02:46:00,"SMKR 2.2","Nagarahole","CT","L","1996"
"NHL-147",1996-02-12,"Nagarahole\NH-96019-08",1899-12-30 02:46:00,"SMKR 2.2","Nagarahole","CT","R","1996"
"NHL-113",1996-02-13,"Nagarahole\NH-96021-11",1899-12-30 01:07:00,"STR 1.7","Nagarahole","CT","L","1996"
"NHL-113",1996-02-13,"Nagarahole\NH-96014-12",1899-12-30 01:07:00,"STR 1.7","Nagarahole","CT","R","1996"
"NHL-101",1996-02-14,"Nagarahole\NH-96023-07",1899-12-30 23:19:00,"KKTR 1.1","Nagarahole","CT","L","1996"
"NHL-113",1996-02-15,"Nagarahole\NH-96019-09",1899-12-30 00:38:00,"KKGR 2.4","Nagarahole","CT","L","1996"
"NHL-113",1996-02-15,"Nagarahole\NH-96025-00",1899-12-30 00:38:00,"KKGR 2.4","Nagarahole","CT","R","1996"
"NHL-139",1996-02-19,"Nagarahole\NH-96011-21",1899-12-30 04:22:00,"SKR 0.7","Nagarahole","CT","R","1996"
"NHL-115",1996-02-19,"Nagarahole\NH-96021-14",1899-12-30 23:53:00,"BZR 2.0","Nagarahole","CT","L","1996"
"NHL-111",1996-02-23,"Nagarahole\NH-96020-11",1899-12-30 19:23:00,"SKR 5.9","Nagarahole","CT","L","1996"
"NHL-116",1996-02-23,"Nagarahole\NH-96020-12",1899-12-30 19:24:00,"SKR 5.9","Nagarahole","CT","L","1996"
"NHL-112",1996-02-23,"Nagarahole\NH-96019-24",1899-12-30 20:43:00,"STR 1.7","Nagarahole","CT","L","1996"
"NHL-112",1996-02-23,"Nagarahole\NH-96025-15",1899-12-30 20:43:00,"STR 1.7","Nagarahole","CT","R","1996"
"NHL-117",1996-02-23,"Nagarahole\NH-96019-23",1899-12-30 20:43:00,"STR 1.7","Nagarahole","CT","L","1996"
"NHL-117",1996-02-23,"Nagarahole\NH-96025-14",1899-12-30 20:43:00,"STR 1.7","Nagarahole","CT","R","1996"
"NHL-111",1996-02-24,"Nagarahole\NH-96004-21",1899-12-30 02:41:00,"SKR 4.4","Nagarahole","CT","L","1996"
"NHL-111",1996-02-24,"Nagarahole\NH-96023-14",1899-12-30 02:41:00,"SKR 4.4","Nagarahole","CT","R","1996"
"NHL-116",1996-02-24,"Nagarahole\NH-96004-22",1899-12-30 02:42:00,"SKR 4.4","Nagarahole","CT","L","1996"
"NHL-116",1996-02-24,"Nagarahole\NH-96023-15",1899-12-30 02:42:00,"SKR 4.4","Nagarahole","CT","R","1996"
"NHL-113",1996-02-26,"Nagarahole\NH-96016-21",1899-12-30 05:25:00,"KKGR 6.2","Nagarahole","CT","L","1996"
"NHL-113",1996-02-26,"Nagarahole\NH-96021-17",1899-12-30 05:25:00,"KKGR 6.2","Nagarahole","CT","R","1996"
"NHL-113",1996-02-26,"Nagarahole\NH-96023-20",1899-12-30 06:29:00,"KKGR 4.2","Nagarahole","CT","L","1996"
"NHL-113",1996-02-26,"Nagarahole\NH-96004-27",1899-12-30 06:29:00,"KKGR 4.2","Nagarahole","CT","R","1996"
"NHL-114",1996-02-26,"Nagarahole\NH-96027-16",1899-12-30 20:04:00,"SKR 15.6","Nagarahole","CT","L","1996"
"NHL-114",1996-02-26,"Nagarahole\NH-96028-09",1899-12-30 20:04:00,"SKR 15.6","Nagarahole","CT","R","1996"
"NHL-102",1996-03-03,"Nagarahole\NH-96021-18",1899-12-30 01:47:00,"STR 4.3","Nagarahole","CT","L","1996"
"NHL-123",1996-03-04,"Nagarahole\NH-96032-23",1899-12-30 21:07:00,"KKTR 1.1","Nagarahole","CT","L","1996"
"NHL-117",1996-03-07,"Nagarahole\NH-96028-21",1899-12-30 23:57:00,"STR 1.7","Nagarahole","CT","L","1996"
"NHL-117",1996-03-07,"Nagarahole\NH-96020-29",1899-12-30 23:57:00,"STR 1.7","Nagarahole","CT","R","1996"
"NHL-L117",1996-03-08,"Nagarahole\NH-96032-24",1899-12-30 19:38:00,"NFR 0.4","Nagarahole","CT","LV","1996"
"NHL-NTU1",1996-03-11,"Nagarahole\NH-96032-25",1899-12-30 20:53:00,"SMGR 5.0","Nagarahole","CT","NR","1996"
"NHL-R107",1996-03-12,"Nagarahole\NH-96023-25",1899-12-30 21:33:00,"SKR 0.7","Nagarahole","CT","R","1996"
"NHL-109",1996-03-13,"Nagarahole\NH-96032-27",1899-12-30 20:38:00,"BZR 2.0","Nagarahole","CT","L","1996"
"NHL-118",1996-03-18,"Nagarahole\NH-96036-04",1899-12-30 20:07:00,"SMKR 2.2","Nagarahole","CT","L","1996"
"NHL-118",1996-03-18,"Nagarahole\NH-96035-15",1899-12-30 20:07:00,"SMKR 2.2","Nagarahole","CT","R","1996"
"NHL-147",1996-03-18,"Nagarahole\NH-96035-16",1899-12-30 23:14:00,"SMKR 2.2","Nagarahole","CT","R","1996"
"NHL-147",1996-03-18,"Nagarahole\NH-96036-05",1899-12-30 23:14:00,"SMKR 2.2","Nagarahole","CT","R","1996"
"NHL-116",1996-03-19,"Nagarahole\NH-96047-1A",1899-12-30 02:28:00,"KMR 4.2","Nagarahole","CT","L","1996"
"NHL-116",1996-03-19,"Nagarahole\NH-96046-2A",1899-12-30 02:28:00,"KMR 4.2","Nagarahole","CT","R","1996"
"NHL-115",1996-03-25,"Nagarahole\NH-96032-E",1899-12-30 05:18:00,"BZR 2.0","Nagarahole","CT","L","1996"
"NHL-115",1996-03-25,"Nagarahole\NH-96023-31",1899-12-30 05:18:00,"BZR 2.0","Nagarahole","CT","R","1996"
"NHL-119",1996-04-01,"Nagarahole\NH-96036-11p2",1899-12-30 00:22:00,"DRR 5.2","Nagarahole","CT","L","1996"
"NHL-119",1996-04-01,"Nagarahole\NH-96035-22p2",1899-12-30 00:22:00,"DRR 5.2","Nagarahole","CT","R","1996"
"NHL-120",1996-04-01,"Nagarahole\NH-96036-12",1899-12-30 00:22:00,"DRR 5.2","Nagarahole","CT","L","1996"
"NHL-120",1996-04-01,"Nagarahole\NH-96036-11p1",1899-12-30 00:22:00,"DRR 5.2","Nagarahole","CT","L","1996"
"NHL-120",1996-04-01,"Nagarahole\NH-96035-23",1899-12-30 00:22:00,"DRR 5.2","Nagarahole","CT","R","1996"
"NHL-120",1996-04-01,"Nagarahole\NH-96035-22p1",1899-12-30 00:22:00,"DRR 5.2","Nagarahole","CT","R","1996"
"NHL-120",1996-04-01,"Nagarahole\NH-96035-24",1899-12-30 00:23:00,"DRR 5.2","Nagarahole","CT","L","1996"
"NHL-120",1996-04-01,"Nagarahole\NH-96036-13",1899-12-30 00:23:00,"DRR 5.2","Nagarahole","CT","R","1996"
"NHL-L118",1996-04-07,"Nagarahole\NH-96061-29",1899-12-30 19:00:00,"HKR 3.6","Nagarahole","CT","L","1996"
"NHL-139",1996-04-10,"Nagarahole\NH-96063-01",1899-12-30 23:21:00,"SKR 0.7","Nagarahole","CT","L","1996"
"NHL-111",1996-04-11,"Nagarahole\NH-96058-09",1899-12-30 03:20:00,"SKR 5.9","Nagarahole","CT","L","1996"
"NHL-111",1996-04-11,"Nagarahole\NH-96057-07",1899-12-30 03:20:00,"SKR 5.9","Nagarahole","CT","R","1996"
"NHL-111",1996-04-11,"Nagarahole\NH-96049-18A",1899-12-30 04:40:00,"SKR 7.8","Nagarahole","CT","L","1996"
"NHL-111",1996-04-11,"Nagarahole\NH-96038-29",1899-12-30 04:40:00,"SKR 7.8","Nagarahole","CT","R","1996"
"NHL-R109",1996-04-14,"Nagarahole\NH-96057-08",1899-12-30 19:24:00,"KKTR 4.3","Nagarahole","CT","L","1996"
"NHL-R109",1996-04-14,"Nagarahole\NH-96058-10",1899-12-30 19:24:00,"KKTR 4.3","Nagarahole","CT","R","1996"
"NHL-L117",1996-04-15,"Nagarahole\NH-96054-10",1899-12-30 00:48:00,"DRR 5.2","Nagarahole","CT","L","1996"
"NHL-L120",1996-04-15,"Nagarahole\NH-96068-01",1899-12-30 02:02:00,"KKGR 8.5","Nagarahole","CT","L","1996"
"NHL-113",1996-05-06,"Nagarahole\NH-96057-23",1899-12-30 02:32:00,"SKR 5.9","Nagarahole","CT","L","1996"
"NHL-123",1996-05-08,"Nagarahole\NH-96088-18",1899-12-30 04:15:00,"MLKR 2.3","Nagarahole","CT","R","1996"
"NHL-117",1996-05-13,"Nagarahole\NH-96091-04",1899-12-30 01:42:00,"HKR 2.4","Nagarahole","CT","L","1996"
"NHL-117",1996-05-13,"Nagarahole\NH-96092-06",1899-12-30 01:42:00,"HKR 2.4","Nagarahole","CT","R","1996"
